TckrSymb;FinInstrmNm;OpnPric;HghPric;LwPric;ClsPric;LastPric;TtlTradgVol;TtlTrfVal
PADMAIND;Padmanabh Industries Ltd;8.22;8.38;8.22;8.38;8.38;401;3360
21STCENMGM;TWENTYFIRST CENTURY MANAGEMENT;68.45;68.45;66;66;66;1135;75700
HRYNSHP;HARIYANA SHIP BREAKERS LTD.;91;104.8;91;103.9;104;4790;471081
ARUNIS;ARUNIS ABODE LIMITED;247.45;247.45;247.45;247.45;247.45;507;125457
TYROON;TYROON TEA CO.LTD.;100;102.7;97.16;101.89;102.7;322;32231
LAOPALA;LA OPALA RG LTD.;218.35;233;218.35;231.8;232.4;3988;917105
STYLAMIND;STYLAM INDUSTRIES LIMITED;1500.05;1621.45;1500.05;1598.2;1607.4;1861;2958386
VENUSREM;VENUS REMEDIES LTD.;299;301;297.35;300.3;298.5;465;139359
LASTMILE;LAST MILE ENTERPRISES LIMITED;20.7;22.49;19.79;19.86;19.86;175210;3529689
GUJCRAFT;GUJARAT CRAFT INDUSTRIES LTD.;143;143;136.35;142;142;2354;331666
HEERAISP;HEERA ISPAT LTD.;8.02;8.02;7.27;7.27;7.27;345;2555
DHOOTIN;DHOOT INDUSTRIAL FINANCE LTD.;243;245;235;242.9;242.9;350;83210
SHBAJRG;SHRI BAJRANG ALLIANCE LIMITED;159.5;159.5;151;154.3;156;4269;658179
URJA;URJA GLOBAL LTD.;13.52;13.88;13.12;13.68;13.68;588080;7963180
ASHAPURMIN;ASHAPURA MINECHEM LTD.;325;338;317;335.45;338;14756;4808381
SHREEPAC;SHREE PACETRONIX LTD.;68.07;69.4;68.07;69.4;69.4;231;16009
GUJALKALI;GUJARAT ALKALIES & CHEMICALS L;621;621;603.15;610.5;610.4;3568;2170212
INDIACEM;INDIA CEMENTS LTD.;301.15;310.75;301.15;308.4;310.75;20280;6217232
JKTYRE;JK TYRE & INDUSTRIES LTD.;316.3;324.2;313.6;322.9;323.7;53243;16998600
MANGCHEFER;MANGALORE CHEMICALS & FERTILIZ;211.3;227.5;208.8;224.3;226;59733;12914325
SIL;STANDARD INDUSTRIES LTD.;19.35;19.9;18.1;18.85;18.9;9835;186916
JUBLPHARMA;JUBILANT PHARMOVA LIMITED;832.95;872.45;832.95;867.5;864;5838;4989681
THEINVEST;THE INVESTMENT TRUST OF INDIA;149.45;150.6;142;147.45;149.4;2874;423309
SAMYAKINT;SAMYAK INTERNATIONAL LTD.;34;35.97;32;34.9;34.9;2481;83335
AADIIND;AADI INDUSTRIES LTD.;5.24;5.24;5.24;5.24;5.24;102;534
SREEJAYA;SREE JAYALAKSHMI AUTOSPIN LTD.;89.8;90.24;89.8;90.24;90.24;524;47057
ACKNIT;ACKNIT INDUSTRIES LTD.;220;226;220;224.5;224.5;203;45166
TITANSEC;TITAN SECURITIES LTD.;32.51;33.79;30;31.93;31.93;11426;360605
REALECO;REAL ECO-ENERGY LIMITED;6.01;6.5;6.01;6.3;6.3;25098;158740
VIVANZA;Vivanza Biosciences Limited;2.14;2.14;2.04;2.08;2.08;92553;189506
YASHRAJC;YASHRAJ CONTAINEURS LTD.;7.4;7.77;7.04;7.77;7.77;1467;10880
CSLFINANCE;CSL Finance Limited;287;290.55;276;280.05;280;5081;1428218
SANGHVIMOV;SANGHVI MOVERS LTD.;256;261.1;255.35;260.05;260.5;10314;2668966
SELAN;SELAN EXPLORATION TECHNOLOGY L;502.05;507.75;474.65;499.95;500.6;9268;4554565
PURETROP;PURETROP FRUITS LIMITED;117.8;117.8;112.55;112.7;113.8;67;7589
FAZE3Q;FAZE THREE LTD.;542.4;604.6;540;599.3;599.85;20069;11520580
PRADHIN;PRADHIN LIMITED;0.41;0.44;0.4;0.4;0.4;1207463;491108
ANUPAM;ANUPAM FINSERV LIMITED;1.73;1.9;1.73;1.81;1.81;197726;360583
RAJPACK;RAJ PACKAGING INDUSTRIES LTD.;26.58;27.72;26.58;27;27;2946;79484
PRIVISCL;PRIVI SPECIALITY CHEMICALS LIM;2098;2181.55;2071.8;2116.25;2125;24754;52997627
NATRAJPR;NATRAJ PROTEINS LTD.;41.45;41.45;40;40;40;4;162
SAMRATPH;SAMRAT PHARMACHEM LTD.;334;345;330;341.85;345;2291;776114
NPRFIN;NPR FINANCE LTD.;23.51;28.8;22.61;23.26;22.76;2774;64496
NILE;NILE LTD.;1321;1382.85;1321;1364.4;1378;2245;3058918
UDAICEMENT;UDAIPUR CEMENT WORKS LTD.;27.47;27.56;27.01;27.13;27.15;7231;196841
AMCOIND;AMCO INDIA LTD.;62.31;65.49;62.22;64.05;63.8;2166;137842
OPTIEMUS;OPTIEMUS INFRACOM LTD;474.15;514;474.15;510.4;511.2;17991;8951810
KREONFIN;KREON FINNANCIAL SERVICES LTD.;17.95;20.23;17.88;19.41;20.14;535;10444
GYANDEV;GYAN DEVELOPERS & BUILDERS LTD;22.77;22.77;21.64;21.64;21.64;139;3020
KISAN;KISAN MOULDINGS LTD.;41.5;42.68;41.01;42.3;42.35;18532;777591
KERALAYUR;KERALA AYURVEDA LTD.;388;388;356;369.6;374.45;35853;13257910
MONGIPA;MOONGIPA CAPITAL FINANCE LTD.;21;21.75;19.26;21.26;21.39;4425;91992
MOHITPPR;MOHIT PAPER MILLS LTD.;29;29.5;29;29.5;29.5;475;13780
DAULAT;DAULAT SECURITIES LTD.;37.1;41.99;37.1;40.81;40.89;2555;101707
ODYSSEY;ODYSSEY TECHNOLOGIES LTD.;84.9;86.96;80;83.41;83.41;2448;204706
RSCINT;RSC INTERNATIONAL LTD.;65.84;65.85;65.84;65.84;65.84;7071;465596
SURATRAML;Surat Trade and Mercantile Lim;6.01;6.5;5.81;5.93;6;201731;1212454
ATHARVENT;ATHARV ENTERPRISES LTD.;4.29;4.29;4.29;4.29;4.29;96922;415795
THEMISMED;THEMIS MEDICARE LTD.;115.4;123.5;115.4;121.95;123.5;18477;2218579
KALLAM;KALLAM TEXTILES LTD;4.17;4.5;4.17;4.24;4.24;8671;36775
FORINTL;FORTUNE INTERNATIONAL LTD.;54;56.35;54;55;55;598;32845
KINGSINFR;KINGS INFRA VENTURES LIMITED;125.3;125.75;118.1;123.05;125.5;8496;1032045
SWOJAS;SWOJAS FOODS LIMITED;22.34;22.34;20.85;21.76;21.76;633771;13705027
SUBSM;SUBHASH SILK MILLS LTD.;58;58;58;58;58;135;7830
AUROLAB;AURO LABORATORIES LTD.;239.9;244.5;231.15;238.5;239.95;6675;1585481
KJMCFIN;KJMC FINANCIAL SERVICES LTD.;78.1;94.38;78.1;90.48;90.45;1376;121329
SUVEN;SUVEN LIFE SCIENCES LTD.;136;144;132.5;142.15;141.55;72634;10133694
ARYAMAN;ARYAMAN FINANCIAL SERVICES LTD;517.5;529;480;517.65;523.5;1636;832392
BRIDGESE;BRIDGE SECURITIES LTD.;10.05;10.05;9.63;9.63;9.63;125642;1216765
RISAINTL;RISA INTERNATIONAL LTD.;0.83;0.91;0.83;0.88;0.83;115762;98670
RAJTUBE;RAJASTHAN TUBE MANUFACTURING C;30.45;31.65;30.45;31.65;31.65;336668;10278360
KAYPOWR;KAY POWER AND PAPER LTD.;13.56;13.56;13.56;13.56;13.56;4101;55609
INTSTOIL;INTER STATE OIL CARRIER LTD.;33.98;33.98;30;31;31;2361;72944
GLOBALCA;GLOBAL CAPITAL MARKETS LTD.;0.65;0.67;0.63;0.64;0.64;225407;145852
SAINIK;SAINIK FINANCE & INDUSTRIES LT;43;43;41.7;41.7;41.7;175;7449
ARIGATO;ARIGATO UNIVERSE LIMITED;50.98;50.98;50.97;50.97;50.97;152;7748
QUANTDIA;QUANTUM DIGITAL VISION (INDIA);28.42;28.42;28.42;28.42;28.42;20;568
SPCAPIT;SP CAPITAL FINANCING LTD.;49.4;49.4;48.96;48.96;48.96;143;7061
PAOS;PAOS INDUSTRIES LIMITED;40.67;40.67;40.67;40.67;40.67;1;40
KOTHARIPRO;KOTHARI PRODUCTS LTD.;68.62;68.94;67.15;68.53;68.94;2514;170807
PICCADIL;PICCADILY AGRO INDUSTRIES LTD.;510;510;483.45;493.1;493.1;184059;90934489
CLSEL;CHAMAN LAL SETIA EXPORTS LTD.;302.7;308.3;293;304.9;303.95;7881;2357527
CHANDRAP;CHANDRA PRABHU INTERNATIONAL L;17.2;17.88;16.51;16.96;16.97;8377;142264
KIMIABL;KIMIA BIOSCIENCES LIMITED;37;37.05;37;37.05;37.05;81;2998
HINDTIN;HINDUSTAN TIN WORKS LTD.;143;143.45;135;143.3;143.45;3885;542190
GODAVARI;GODAVARI DRUGS LTD.;88.02;93.49;88.02;91.01;93.49;1966;178294
PREMCO;PREMCO GLOBAL LTD.;419;449.95;405;447.9;449.95;1268;551409
MUKESHB;MUKESH BABU FINANCIAL SERVICES;130;130;129.2;129.2;129.2;128;16637
GENUSPOWER;GENUS POWER INFRASTRUCTURES LT;279.8;283.8;272.8;282.3;283.8;32469;9055918
ASIANENE;ASIAN ENERGY SERVICES LTD;265.05;283.5;265.05;281.8;279.75;5055;1399532
KBSINDIA;KBS INDIA LIMITED;6;6.38;5.76;6.12;6.24;26713;160352
PRABHHANS;PRABHHANS INDUSTRIES LIMITED;81.25;81.25;81.25;81.25;81.25;1883;152993
UGARSUGAR;UGAR SUGAR WORKS LTD.;40.97;41.49;39.47;40.19;40.34;10363;414062
ORIENTBELL;ORIENT BELL LIMITED;275.95;275.95;254.6;260.15;260.15;607;159969
NRBBEARING;NRB BEARINGS LTD.;224.2;237.85;222.9;235.95;235.95;46743;10848093
VAMSHIRU;VAMSHI RUBBER LTD.;33.05;39.5;33.05;39.4;39.4;766;27374
NILAINFRA;NILA INFRASTRUCTURES LTD.;8.92;9.5;8.92;9.35;9.5;38030;352262
DBSTOCKBRO;DB (INTERNATIONAL) STOCK BROKE;26.88;27.7;26.6;27.05;27;1814;48677
VINYOFL;VINYOFLEX LTD.;69;69;67;67.8;67.8;601;41002
JINDCAP;JINDAL CAPITAL LTD.;40.37;40.37;38.02;39.08;39.75;2209;85380
EPIC;EPIC ENERGY LTD.;68.78;68.78;68.78;68.78;68.78;419;28818
SUMEDHA;SUMEDHA FISCAL SERVICES LTD.;69;69;60.64;63.98;62.21;23396;1524050
KUWERIN;KUWER INDUSTRIES LTD.;14.21;14.21;13.57;14.2;14.2;241;3340
CHOKSI;CHOKSI ASIA LIMITED;75;77.95;70.25;77.37;77.95;3216;237577
ASHISHPO;ASHISH POLYPLAST LTD.;37.87;37.87;36.25;37.08;37.87;758;28211
SHIVAAGRO;SHIVA GLOBAL AGRO INDUSTRIES L;44.9;44.9;37;39.51;39.73;7271;279511
SIDDHA;SIDDHA VENTURES LTD.;6.91;7.3;6.91;6.98;7.05;3246;22636
SUMERUIND;SUMERU INDUSTRIES LTD.;2.1;2.3;2.1;2.23;2.23;20609;45574
RUNGTAIR;RUNGTA IRRIGATION LTD.;65;69.3;65;68.92;68.96;862;58371
GTTDATA;GTT DATA SOLUTIONS LIMITED;78.68;78.68;75.55;76;76;3829;291024
SABOOSOD;SABOO SODIUM CHLORO LTD.;17.4;17.92;16.5;17.25;17.5;44168;768701
TINNARUBR;TINNA RUBBER AND INFRASTRUCTUR;900;920.2;886.05;908.15;912;12589;11332154
VIKRAMTH;VIKRAM THERMO (INDIA) LTD.;168;171.75;166;170.65;170.35;7573;1281842
STRATMONT;STRATMONT INDUSTRIES LIMITED;74.5;74.5;72.26;74.13;74.13;850;63138
AKCAPIT;A.K.CAPITAL SERVICES LTD.;1008;1008;1008;1008;1008;5;5040
RELAXO;RELAXO FOOTWEARS LTD.;385.05;410;385.05;402.35;410;17235;6889225
VIRAT;VIRAT INDUSTRIES LTD.;407.45;407.55;407.45;407.55;407.55;4135;1684953
RRETAIL;RAJNISH RETAIL LIMITED;6.69;7.02;6.5;6.99;6.99;533140;3632275
TERAI;TERAI TEA CO.LTD.;183;183;181.85;181.85;181.85;241;44000
COSCO;COSCO (INDIA) LTD.;255.95;260;255.95;260;260;316;80899
KENFIN;KEN FINANCIAL SERVICES LTD.;15.3;15.3;15.3;15.3;15.3;1;15
SHILPAMED;SHILPA MEDICARE LTD.;605.05;646;603;638.65;637;19663;12249495
PARACABLES;PARAMOUNT COMMUNICATIONS LTD.;45.02;47.29;45.02;47;47.01;136516;6341262
NCLRESE;NCL RESEARCH & FINANCIAL SERVI;0.6;0.6;0.58;0.59;0.59;2072605;1216922
POPEES;POPEES CARES LIMITED;61.11;61.11;61.11;61.11;61.11;371;22671
LADDERUP;LADDERUP FINANCE LTD.;58.2;58.2;53;53;53;18;1006
UYFINCORP;U. Y. FINCORP LIMITED;19.88;19.88;16.08;16.65;16.51;5867;98424
EKAMLEA;EKAM LEASING & FINANCE CO.LTD.;6.63;6.63;6.3;6.3;6.3;76;489
SWASTIKA;SWASTIKA INVESTMART LTD.;128;128;121.35;127.9;128;7659;957733
PRIMAPLA;PRIMA PLASTICS LTD.;152;153.95;150.05;151.95;153.9;1610;244741
JAGSONFI;JAGSONPAL FINANCE & LEASING LT;59.99;60.24;54.52;54.63;56.72;6527;385946
GARGFUR;GARG FURNACE LTD.;184;184;178;183.8;183.8;490;89899
SAMPRE;SAMPRE NUTRITIONS LTD.;23.63;23.64;23.63;23.63;23.63;822;19424
AAIL;Akar Auto Industries Limited;90.84;92.8;87.1;89.14;88.52;2239;202896
VIPULORG;Vipul Organics Limited;116;123.95;116;122.55;120.3;1636;197331
ECORECO;ECO RECYCLING LTD.;541.3;554.5;533.15;547.85;547.85;13450;7276321
GOODLUCK;Goodluck India Limited;734.25;734.25;685.95;689.65;689.65;6513;4517336
GOYALASS;GOYAL ASSOCIATES LTD.;1.18;1.2;1.15;1.17;1.17;89505;105007
ZENITHHE;ZENITH HEALTH CARE LTD.;3.82;4.45;3.82;4.18;4.26;57846;236232
ACEENGITEC;ACE ENGITECH LIMITED;179.5;183.05;179.5;183.05;183.05;52;9515
YORKEXP;YORK EXPORTS LTD.;51.77;51.77;51.77;51.77;51.77;1;51
SUPREME;SUPREME HOLDINGS & HOSPITALITY;86;106;86;100.45;100.45;5472;523811
LYKISLTD;LYKIS LIMITED;29.61;31;29.31;30.53;30.63;1675;50683
PRIMEPRO;PRIME PROPERTY DEVELOPMENT COR;37.44;37.44;35.65;36.93;36.94;2473;89523
ZENLABS;Zenlabs Ethica Limited;30.11;31.6;30;31.38;31.38;1719;51730
RAJRILTD;RAJ RAYON INDUSTRIES LIMITED;21.41;21.74;21.41;21.41;21.41;1607;34481
ANIRIT;ANIRIT VENTURES LIMITED;93.42;93.42;93.42;93.42;93.42;1725;161149
GOWRALE;GOWRA LEASING & FINANCE LTD.;89.3;91.92;89.3;91.92;91.92;3639;332501
JAGANLAM;JAGAN LAMPS LTD.;64.25;65.96;62;65;65;3833;248240
ALPSINDUS;ALPS INDUSTRIES LTD.;2.49;2.49;2.49;2.49;2.49;501;1247
ASITCFIN;ASIT C.MEHTA FINANCIAL SERVICE;101.7;106.4;100.6;106.1;106.4;203;20539
ENCODE;ENCODE PACKAGING INDIA LIMITED;12.02;12.02;12.02;12.02;12.02;500;6010
SUPERBAK;SUPER BAKERS (INDIA) LTD.;33.06;33.06;33;33;33;45;1485
OVOBELE;OVOBEL FOODS LTD.;70;78.79;68.02;71.23;71.23;12291;913004
ACSTECH;ACS TECHNOLOGIES LIMITED;15.99;16.3;15.99;16.3;16.3;26834;436072
CHALLANI;CHALLANI CAPITAL LIMITED;25.85;26.69;24.9;26.59;26.59;1566;38998
CORNE;CORAL NEWSPRINTS LTD.;10.13;10.13;10.13;10.13;10.13;6;60
STERTOOLS;STERLING TOOLS LTD.;292.1;301.5;288.8;299.15;298.85;7732;2271684
AGARWAL;AGARWAL FORTUNE INDIA LIMITED;20.75;20.75;19.86;19.86;19.86;240;4768
INLANPR;INLAND PRINTERS LTD.;43.6;43.6;43.6;43.6;43.6;1;43
CEEJAY;CEEJAY FINANCE LTD.;178;178;178;178;178;1;178
SHGANEL;SHREE GANESH ELASTOPLAST LTD.;21.99;21.99;21.99;21.99;21.99;103;2264
ANNAINFRA;ANNA INFRASTRUCTURES LTD.;26.93;26.93;26.93;26.93;26.93;5;134
BHAGERIA;Bhageria Industries Limited;146;146.8;145.2;145.35;145.35;1327;193583
OIVL;ONESOURCE INDUSTRIES AND VENTU;1.55;1.55;1.55;1.55;1.55;15320;23746
BNRUDY;BNR UDYOG LTD.;54.1;58.98;54;56.99;56.99;46;2562
KRBL;KRBL LTD.;292.85;306.25;292.85;301.45;302;26124;7873035
DAIKAFFI;DAIKAFFIL CHEMICALS INDIA LTD.;148.35;159.7;148.35;158.9;158.9;1777;265982
CILSEC;CIL SECURITIES LTD.;42.48;42.98;40.55;41.27;41.01;1297;54727
CLIOINFO;CLIO INFOTECH LTD.;4.98;4.98;4.93;4.93;4.93;1011;5034
CUPID;CUPID LTD.;79.02;84.89;79.02;84.47;84.88;81529;6708520
SUNSHIEL;SUNSHIELD CHEMICALS LTD.;715;773.9;715;770.65;771;1001;753038
CHEMBOND;CHEMBOND CHEMICALS LTD.;490;490;341.8;341.8;341.8;2151;764851
CIFL;CAPITAL INDIA FINANCE LIMITED;36.99;36.99;35;35.37;35.85;18425;652743
ABVL;Arunjyoti Bio Ventures Limited;8.31;8.6;8;8.49;8.25;446437;3767572
SUCROSA;SUPER CROP SAFE LTD.;14.06;14.6;13.3;14;14;30106;423524
NGIND;N.G.INDUSTRIES LTD.;157;157;150.2;152.75;152.75;233;35528
ASIAPAK;ASIA PACK LTD.;118.05;118.05;118.05;118.05;118.05;6;708
REMSONSIND;REMSONS INDUSTRIES LTD.;109.3;114.35;109.3;113.6;113.15;28156;3143571
INTETHR;INTEGRATED THERMOPLASTICS LTD.;8.5;8.5;8.5;8.5;8.5;1000;8500
RAMSONS;RAMSONS PROJECTS LTD.;46.98;46.98;46.98;46.98;46.98;121;5684
HARAFIN;HARYANA FINANCIAL CORPORATION;33.62;33.62;33.62;33.62;33.62;100;3362
EUROASIA;EURO ASIA EXPORTS LTD.;83.78;83.78;83.78;83.78;83.78;100;8378
STANPACK;STANPACKS (INDIA) LTD.;13.1;13.1;13.1;13.1;13.1;11;144
SABTNL;SRI ADHIKARI BROTHERS TELEVISI;593.95;593.95;593.95;593.95;593.95;232;137796
RAMINFO;RAMINFO LIMITED;65.11;70.68;65;67.99;67.95;3694;245161
SUNILAGR;SUNIL AGRO FOODS LTD.;90.1;97.7;90;97.34;97.7;790;71381
DIANATEA;DIANA TEA CO.LTD.;28.5;29.15;27.79;28.09;28.03;2211;62954
VIKASECO;Vikas EcoTech Limited;2.15;2.19;2.12;2.18;2.18;2694013;5781870
IOC;INDIAN OIL CORPORATION LTD.;136.95;140.85;136.95;139.95;139.95;857897;119510909
ALFAICA;ALFA ICA (INDIA) LTD.;75;75;73;73.5;73.5;115;8455
SKCIL;Shri Keshav Cements and Infra;140.6;142.1;136.3;142.05;141.95;280;39328
INDIAHOME;INDIA HOME LOAN LTD.;33.99;34.98;28.76;33.34;33.8;11736;377619
ROOPAIND;ROOPA INDUSTRIES LTD.;54.2;54.2;53.93;53.93;53.93;515;27900
UNIQUEO;UNIQUE ORGANICS LTD.;139.95;144.9;136.2;142.45;142.5;3324;471222
BALAMINES;BALAJI AMINES LTD.;1181.75;1257.5;1181.75;1248.95;1247;2093;2570888
SWRNASE;SWARNA SECURITIES LTD.;75;75;72.8;72.8;72.8;20;1480
VENMAX;VENMAX DRUGS AND PHARMACEUTICA;26.77;29.54;26.77;27.04;27;4234;115815
ARISE;ARIHANTS SECURITIES LTD.;27.05;27.91;25.85;26.1;27;1489;41153
VISAGAR;VISAGAR FINANCIAL SERVICES LTD;0.5;0.5;0.44;0.47;0.48;2141048;1013548
ERAAYA;ERAAYA LIFESPACES LIMITED;47;47.8;45.21;47.24;47.8;84956;3924387
COMPEAU;COMPETENT AUTOMOBILES CO.LTD.;392.85;392.85;367.05;383.45;383;1372;521134
NEELKAN;NEELKANTH ROCKMINERALS LTD.;14.36;15.84;14.36;15.83;15.83;3323;52426
VINTAGES;VINTAGE SECURITIES LTD.;16.4;16.4;15.67;16.28;16.28;1001;16104
OSWALOR;OSWAL OVERSEAS LTD.;14.69;14.69;14.69;14.69;14.69;1;14
CONTILI;CONTIL INDIA LTD.;25.6;27.8;25.6;27.06;27.59;1621;43093
VIJSOLX;VIJAY SOLVEX LTD.;903;944;885.2;920;920;81;73261
ALANKIT;ALANKIT;13.02;13.73;13.02;13.61;13.72;34490;462075
NIHARINF;NIHAR INFO GLOBAL LTD.;6.21;6.21;6;6;6;283;1704
OMINFRAL;OM INFRA LIMITED;105.15;115.9;105.15;115.1;115;22692;2559737
CHECKPOINT;Checkpoint Trends Limited;24.61;24.61;24.61;24.61;24.61;2015;49589
ISHANCH;Ishan Dyes and Chemicals Limit;35.01;37.71;35.01;37.71;37.71;458;16304
GOTHIPL;GOTHI PLASCON (INDIA) LTD.;43.5;44.05;43.5;44.05;44.05;1900;83255
BALUFORGE;BALU FORGE INDUSTRIES LIMITED;500.8;519.4;500.8;512.8;512.8;58887;30086119
CEENIK;CEENIK EXPORTS (INDIA) LTD.;508.25;508.25;508.25;508.25;508.25;167;84877
PATELENG;PATEL ENGINEERING LTD.;39.57;41.75;39.57;41.45;41.7;438595;17910328
KATIPATANG;KATI PATANG LIFESTYLE LIMITED;32.15;32.47;32.15;32.47;32.47;1049;33728
INANI;INANI MARBLES & INDUSTRIES LTD;18.8;19.75;18.3;19.31;19.33;6016;115879
GEMSI;GEMSTONE INVESTMENTS LTD.;1.81;1.98;1.7;1.9;1.9;128475;241808
ELFORGE;EL FORGE LTD.;19;19;18;18.8;18.9;11206;207523
MEDICAMEQ;MEDICAMEN BIOTECH LTD.;417.65;426.85;406.75;423.45;426.85;2671;1107143
ALICON;ALICON CASTALLOY LIMITED;595.05;665.35;595.05;659.2;659.2;957;622802
DILIGENT;DILIGENT INDUSTRIES LTD.;1.82;1.82;1.82;1.82;1.82;34126;62109
EPSOMPRO;EPSOM PROPERTIES LTD.;10.2;10.2;10;10;10;31;310
ALFAVIO;ALFAVISION OVERSEAS (INDIA) LT;11.9;12.39;11.9;12.37;12.37;2369;29193
CATVISION;CATVISION  LIMITED;23.37;23.98;22.02;22.93;23.32;2301;51904
ABMKNO;ABM KNOWLEDGEWARE LTD.;176;176;172.65;172.65;172.65;531;91767
EMAMILTD;EMAMI LTD.;590.05;633.2;590.05;631.15;631.15;8209;5097288
KEMISTAR;KEMISTAR CORPORATION LIMITED;81.64;81.64;80;80;80;15;1203
ASSOCER;ASSOCIATED CERAMICS LTD.;206;206;199;200;200;8;1604
SKPSEC;SKP SECURITIES LTD.;106;111.9;106;111.45;109.1;1335;145270
SYSCHEM;SYSCHEM (INDIA) LTD.;36.11;39.5;36.11;37.78;37.75;16527;623641
MEFCOMCAP;MEFCOM CAPITAL MARKETS LTD.;15.05;15.2;14.01;14.5;14.5;9331;135278
HEMANG;HEMANG RESOURCES LIMITED;22.1;25.93;22.1;24.59;24.59;152;3623
ARMANFIN;ARMAN FINANCIAL SERVICES LTD.;1440.05;1463;1403.4;1425.9;1434;11391;16208479
TAVERNIER;TAVERNIER RESOURCES LIMI;64.8;67;61.2;61.62;61.5;107341;6613349
SHILCTECH;SHILCHAR TECHNOLOGIES LTD.;6025;6305;6025;6208.1;6230.15;22126;136239724
SPRIGHT;SPRIGHT AGRO LIMITED;3.45;3.45;3.45;3.45;3.45;192933;665618
NUCLEUS;NUCLEUS SOFTWARE EXPORTS LTD.;851.15;906.05;851;888.65;892;2215;1965041
COLINZ;COLINZ LABORATORIES LTD.;54;54.38;52;52.02;52;15582;839506
NLFL;NALIN LEASE FINANCE LTD.;59.4;59.4;57.01;57.32;58;1199;69832
MANAPPURAM;Manappuram Finance Ltd;226.75;229.3;226.15;228.7;228.95;66337;15111962
RTSPOWR;RTS POWER CORPORATION LTD.;161.55;170.5;161.55;169.65;169;3363;555185
COMFINTE;COMFORT INTECH LTD.;9.05;9.25;8.98;9.19;9.24;326161;2956357
SHYAMACOMP;Shyama Computronics and Servic;3.48;3.48;3.47;3.47;3.47;2600;9034
MAYURFL;MAYUR FLOORINGS LTD.;9.5;9.5;9.37;9.37;9.37;123;1168
ANJANI;ANJANI SYNTHETICS LTD.;44.56;44.56;43.16;44;44;756;32999
XTGLOBAL;XTGLOBAL INFOTECH LIMITED;31.11;32.99;31.11;32.01;32.01;1923;61878
DECOMIC;DECO-MICA LTD.;70.73;70.73;61.02;61.72;61.02;32;2074
RANDER;RANDER CORPORATION LTD.;10.26;10.26;10.26;10.26;10.26;1;10
RASIELEC;RASI ELECTRODES LTD.;17.5;17.62;16.85;17.01;17.01;33409;566909
SCOOBEEDAY;SCOOBEE DAY GARMENTS (INDIA) L;93.55;95.55;92.3;92.55;92.31;4317;404722
CITIPOR;CITIPORT FINANCIAL SERVICES LT;28.5;28.5;28.5;28.5;28.5;1;28
DHRUVCA;DHRUVA CAPITAL SERVICES LTD.;149;153.7;149;153.7;153.7;110;16394
SHAMROIN;SHAMROCK INDUSTRIAL CO.LTD.;14.36;15;14.36;15;15;1363;19573
LINC;LINC LIMITED;105.2;111.5;105.2;109.9;109.35;2233;244560
INDGELA;INDIA GELATINE & CHEMICALS LTD;335.2;360;335.2;350;350;323;112780
OPTIFIN;Optimus Finance Limited;21.19;22.97;19.5;21.6;21;7217;152852
PARAGONF;PARAGON FINANCE LTD.;46.03;48;45;45.47;48;1310;60318
PRATIKSH;PRATIKSHA CHEMICALS LTD.;17.4;18.63;17.4;17.61;17.4;504;8770
ESHAMEDIA;ESHA MEDIA RESEARCH LIMITED;10.07;10.07;10.07;10.07;10.07;1;10
REFEXRENEW;Refex Renewables & Infrastruct;748.25;761.95;720.5;739;739;1643;1217262
VSTTILLERS;V.S.T.TILLERS TRACTORS LTD.;3555;3555;3404.85;3425.55;3428;201;693475
B2BSOFT;B2B SOFTWARE TECHNOLOGIES LTD.;27.7;29.3;26.7;28.53;28.89;7863;219493
NIKKIGL;NIKKI GLOBAL FINANCE LTD.;22.54;22.54;22.54;22.54;22.54;1200;27048
RADHEDE;RADHE DEVELOPERS (INDIA) LTD.;1.68;1.68;1.68;1.68;1.68;46567;78232
ELIXIR;Elixir Capital Limited;122.1;122.25;121.7;121.7;121.7;1174;142974
TRISHAKT;Trishakti Industries Limited;138;138;130;134.2;134.9;2233;297357
PANKAJPO;PANKAJ POLYMERS LTD.;15.39;16;15.39;16;16;2476;39044
MARBLE;MARBLE CITY INDIA LIMITED;152;152;145;152;152;2354;350489
CINDRELL;CINDRELLA FINANCIAL SERVICES L;14.35;14.35;14.35;14.35;14.35;5;71
ADHHATA;ADHATA GLOBAL LIMITED;46.05;47.12;46.05;46.8;46.8;225;10379
NATPLASTI;NATIONAL PLASTIC TECHNOLOGIES;235;239.7;235;239;239;253;60429
LEADFIN;LEAD FINANCIAL SERVICES LTD.;26.12;26.12;26.12;26.12;26.12;1;26
NATFIT;NATIONAL FITTINGS LIMITED;123.05;133;123.05;133;133;32;3948
ARTEFACT;ARTEFACT PROJECTS LTD.;52;55.6;52;54.18;53.42;3548;191836
AMITINT;AMIT INTERNATIONAL LTD.;4.09;4.09;4;4;4;429;1716
HIGHSTREE;HIGH STREET FILATEX LTD.;148;148;148;148;148;6;888
NUTECGLOB;NUTECH GLOBAL LTD.;25.04;26.29;23.79;23.79;23.79;658;16309
DHPIND;DHP INDIA LTD.;550;585.95;550;579.8;585.95;869;500601
RRIL;RRIL LIMITED;17.71;17.71;17.01;17.19;17.2;10578;182018
AVAILFC;AVAILABLE FINANCE LTD.;187;195;187;191.8;193.85;6777;1301423
INTCAPL;INTEGRA CAPITAL LIMITED;14.9;14.9;14.9;14.9;14.9;1;14
